date,rating,userlocation,restaurant,comment
2015-12-20,3.5,"Creedmoor, NC",42nd Street Oyster Bar & Seafood Grill,"Hubby's office had the company Christmas dinner here last week.  It was a party of 16, so as you can imagine, we were a little needy.First, I will say that anyone that has White Street Kolsch on draft is my favorite bar ever.  I'm obsessed with it.  Obviously, this started my night out fantastically.  This is the only reason for my star detraction: despite having 3-4 waiters buzzing around our table, I had to ask for another round 3 times.  Part of me was scared that 3 were going to show up on the table, but only one came.  We all somewhat had trouble getting drinks, even the dessert drinks after our meal were forgotten for several people.Food-wise, everything we ordered was amazing.  I'm not a huge calamari fan, but theirs was amazing.  Not at all fishy, and somehow very flavorful without the batter being super salty.  The buffalo shrimp were nothing super exciting comparatively, but they were pretty tasty.  For dinner, hubby had the 12 oz ribeye with mixed veggies and cheese potato.  I had the surf and turf petite filet and sautéed shrimp with mixed veggies and cheese potato.  Our steaks were cooked to perfection, and it is probably the best filet I've ever had--the kind where you don't ACTUALLY need the bacon to add flavor, but its nice.  I can not sell the cheese potato short, either.  It's a side they're apparently known for, and one you absolutely must try.  I'm warning you, however, its at least as much cheese as potato!We were all super stuffed after all the entrees, so no one tried dessert, but they looked great. Maybe next time!"
2015-12-20,4.0,"Raleigh, NC",Los Cuates,We've been customers since they opened. Food is consistent. It's not fancy but it's clean with great food.
2015-12-20,4.5,"New York, NY",The Cowfish Sushi Burger Bar,"I love this place. It's my number one favorite restaurant in Raleigh. The burgers are banging, so is the sushi. The cowfish had the biggest goddamn onion rings I have ever seen. Like seriously where do onions that big come from?If you're in town it would be a crime to not come here."
2015-12-20,2.0,"Poughkeepsie, NY",Sardi’s Den,"We ordered take-out for dinner from this place last week and the result was not great. The order: RibsShaved Ribeye Sub w/ friesCaesar SaladRibs: I gather this is their pride and joy. My stepdad seemed to enjoy them. Fair enough. I tried some and here's my take. No rub, no smoke, no flavor profile. Game over. I can live with a GREAT sauce lifting them up, but the bourbon sauce wasn't it. Reminded me of Montgomery Inn ribs in Cincy. Local favorite, never understood the love.Shaved Ribeye: At 16.95, one would think, now this is something special. So I open the styrofoam container. WTH! This dinky little sub roll... this is the vehicle for my scrumptious 17 dollar steak sub? I split the roll to peek inside. Jeez, Sardis??? Wait for it .... 'where's the beef??'. Oh man, what a downer.I was splitting this with my mom and I think it was gone in four bites. Tasted okay to me, but now just a fleeting memory. My mother didn't care for it at all.Caesar: Romaine had lots of brown on its cut edges. Croutons and Parmesan tasteless. Very good dressing, but picking through the lettuce killed it. Really no excuse for that. My mother wouldn't even try it, and she loves Caesar salads.Service: We arrived on time for pickup and I sat idling in my car for 10-15 minutes while the stepdad was in getting the food. Let's wrap it up shall we - it's Xmas, the season of giving. Consider my order to you as my Xmas gift Sardis, but don't expect (even) a card next year.2 stars - the stepdad liked the ribs, and good Caesar dressing."
2015-12-20,5.0,"Philadelphia, PA",Devolve Moto,"Stopped by out of curiosity and because I'm interested in cafe racers, and walked away with some awesome gifts for a friend. I love the hip, adventurous and outdoorsy vibe, and the displays of bikes in the retail area. I've never seen a store with the combination of cafe and gear, and this place pulls it off perfectly with a cool but down-to-earth vibe. The employees are all very friendly, and the prices are relatively steep but not overpriced for what you get and the unique offerings. Coffee here is great too."
2015-12-20,5.0,"Durham, NC",Kadhai The Indian Wok,"The butter chicken is awesome! Saag Paneer is tasty, garlic naan is fabulous. Great take-out options for Indian in Raleigh!"
2015-12-20,3.0,"Raleigh, NC",Mi Cancun,"Good food. It's not the best Mexican in Raleigh. But it's a great value, money & time is worth the trip."
2015-12-20,5.0,"Raleigh, NC",P.G. Werth’s,"My experience in this Restaraunt was nothing less than superb. I had the biscuits and gravy, it was the best in the city and rivals the best I have ever had as a resident of Alabama. My dinner companion had the a Burger and chips. The burger looked delicious and I had to ask for a few of those homemade chips. They were so good, it would make you slap your grandma (that's Alabama slang).  I can't wait to take my partner here who was to hung over to come this afternoon"
2015-12-20,2.0,"Proctorville, OH",David’s Dumpling & Noodle Bar,Very good!  I had the hot and sour soup and it was delicious (I don't know how I will go home and eat another kind again). I also had the General Mao's and it was sooooo good!  For sure a return trip in my future when we come back to visit Cary
2015-12-20,1.0,"Tucson, AZ",Joule Coffee,"If you miss this place while walking down the side walk, don't worry, you didn't miss much. My first thoughts walking into the hipster joint was ORANGE. Orange all over the place. When I sat down and soaked in the surroundings, the decor tried to go for a ww2 coffee theme. Great blend for the hipsters, they dated themselves back to the 40's before it was cool...I guess? Anyways, I'm in it to win it, so I ordered a Peppermint Chocolate Latte. (That was my 2nd mistake, first one was walking in the place.) It came out with a nice artistic design (Hence the 2-stars), and tasted like crap with no peppermint.  Thinking about it, I've never tasted, or tried, a liquid turd presented so nicely. I may give this place 3-stars just for that experience.Pros - it's a quiet place Cons- coffee is a blend of tastelessness and/or crap."
2015-12-20,4.0,"London, United Kingdom",Bida Manda,"How to beat a dead horse: Review Bida Manda... apparently. I didn't actually realize this place was so popular until I decided to review it for yelp. I am not a Raleigh local but my sister is and apparently prides herself in being pretty popular among the ""elite"" of Raleigh (whatever that means). She reserved Bida Manda for her rehearsal dinner and I was pleased, though not surprised, to find an upscale mod and chic looking Asian restaurant. Not that I'm knocking on Asian restaurants but many of the ones I have reviewed are often and colloquially referred to as ""holes in walls""  with great food.Though, in hindsight I doubt my sister would book one of those kinds of restaurants for the rehearsal dinner... Yet I digress.The place was gorgeous and dimly lit and elegantly decorated with bamboo and canvas photos of Laotian monks. Though the meal was already set, I managed to convince my husband to get a few cocktails off of the drinks menu (I meaaann, we aren't paying for this right?!). I had a hazelnut manhattan, which was a deliciously nutty balance between the hazelnut and vanilla of the bourbon. Evidently, not my husband's type of drink so note: If you are not a fan of sweet cocktails maybe stray from this one, I don't think you can really go wrong with the cocktail menu. Moreover, if you're feeling something just describe what you want and maybe the bartender or waitress will be able to help you out. The food though was phenomenal. I expect nothing less from my sister and her choice in food. Though I don't remember the whole menu the two things that really stood out to me was the Crispy Pork Belly soup. It's kind of like a vamped up Laksa with Kaffir lime leaves, coconut  curry broth, and rice noodles all topped with crispy pork belly. The only words to accurately describe it is the Homer Simpson drool/gargle spelled, I believe, ""Aauaughghrrhghgaahghgghhalaaughghahagh."" The other standout meal was the dessert selection where the was a very typical Asian dish of sweet and sticky rice with coconut custard which was gorgeously balanced so that, unlike continental fare, the dessert was not overwhelmed with sugar that you lost the subtleties of coconut. I really enjoyed my first time here at Bida Manda and I don't suspect it will be any different when I beg my sister to take me there again on my next visit. The food was amazing, the drinks went down easy and pleasurably, and the staff were incredibly friendly. Unfortunately, I didn't pay for it so advising on a fair price would be really dumb of me. But if you've got the money and aren't averse to coconut and are looking for something a bit exotic and different for a dinner date idea, I would highly recommend Bida Manda."
